Kabupaten/Kota,Rata-rata Pengeluaran Perkapita Seminggu Menurut Kelompok Daging Per Kabupaten/kota (Rupiah/Kapita/Minggu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAGING,,,,,,,Daging sapi,,,,,,,"Daging kambing, domba/biri-biri",,,,,,,Daging babi,,,,,,,Daging ayam ras,,,,,,,Daging ayam kampung,,,,,,,Daging segar lainnya,,,,,,,Daging diawetkan lainnya,,,,,,,"Tetelan, sandung lamur",,,,,,,"Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",,,,,,
Kolaka,1587.44,3000.75,2131.66,3359.72,2947.31,3528.01,2417,290.59,496.18,273.25,1109,493.41,162.54,37,-,7.47,21.41,7.02,-,12.92,-,18.21,57.53,85.21,292.47,276.11,138.8,190,861.06,1231.14,953.71,1454.7,1612.67,2385.53,1593,396.87,1075.27,795.79,474.86,545.69,488.26,398,14.22,9.69,-,17.3,-,91.88,67,-,-,-,4.36,19.43,185.84,44,6.5,-,-,-,-,50.01,28,-,123.47,2.28,-,-,12.25,61
Konawe Selatan,1760.63,2639.26,2429.92,2917.6,2266.26,2539.88,2549,290.73,133.62,206.03,125.31,22.87,115.82,128,-,-,-,-,-,-,-,88.63,115.53,164.82,81.38,83.53,69.83,6,620.49,1019.55,834.44,1316.75,1121.1,1476.86,1288,690.77,1228.79,1193.99,1355.99,1005.06,823.14,1106,63.22,136.68,7.17,25.75,3.85,47.33,5,-,-,4.9,-,-,-,16,-,-,-,-,10.2,-,-,6.79,5.09,18.59,12.42,19.65,6.89,-
Bombana,910.08,1372.83,1442.27,1914.89,1907.58,1993.96,2537,87.48,177.03,115.02,286.98,449.38,612.33,109,-,-,-,26.81,-,-,-,42.03,29.61,-,21.02,50.78,0.72,-,408.59,648.05,683.65,837.08,829.35,926.88,1597,359.59,514.24,551.1,743.01,519.33,417.41,790,-,-,92.5,-,30.25,36.62,27,-,3.9,-,-,28.48,-,14,-,-,-,-,-,-,-,12.39,-,-,-,-,-,-
Wakatobi,455.64,2254.05,4542.24,2480.37,2566.27,2547.13,1916,188.81,45.43,32.65,-,-,48.65,-,-,-,-,13.57,-,-,21,43.83,-,-,-,-,10.03,-,160.4,222.8,929,828.01,787.45,1277.47,665,62.59,1921.63,3369.84,1601.33,1549.66,964.17,1213,-,64.18,208.26,37.47,229.16,179.64,-,-,-,-,-,-,21.43,18,-,-,-,-,-,-,-,-,-,2.49,-,-,45.75,-
Kolaka Utara,2025.53,2462.18,2423.51,2849.88,2773.94,1743.37,2779,378.13,191.82,204.63,165.54,138.2,210.7,297,-,-,-,-,-,-,-,-,17.75,1.86,-,-,-,-,1025.84,1058.63,1516.23,1670.76,1696.84,1192.01,1723,621.56,851.9,640.7,885.8,878.97,278.5,660,-,225.69,60.09,68.74,46.82,62.15,-,-,116.4,-,18.85,13.11,-,99,-,-,-,-,-,-,-,-,-,-,40.19,-,-,-
Buton Utara,690.17,1113.78,2340.71,1850.15,1447.93,847.05,2240,-,-,334.75,29.26,17.46,9.66,-,-,-,-,-,-,-,-,-,14.53,-,19.73,19.68,54.11,8,346.46,335.91,1036.35,1203.88,621.67,232.05,1719,343.71,716.57,945.93,576.01,657.39,536.56,498,-,46.77,-,21.26,121.01,14.68,12,-,-,-,-,-,-,-,-,-,-,-,1.98,-,-,-,-,23.69,-,8.74,-,2
Konawe Utara,2199.13,3136.08,3745.24,4285.62,5269.57,4586.34,4489,237.63,590.29,168.2,559.58,693.52,451.4,668,-,0.83,18.82,25.8,3,-,-,62.03,38.69,56.36,139.71,58.23,60.98,-,764.72,1597.46,2107.08,1866.42,3661.36,3118.81,2891,1097.84,816.65,1367.45,1133.66,829.54,620.43,838,-,12.1,-,529.97,18.64,139.35,-,-,63.4,27.34,21.77,-,133.98,92,-,11.83,-,-,-,-,-,36.91,4.83,-,8.71,5.27,61.38,-
Kolaka Timur,2177.95,3112.73,2055.97,3637.64,2298.19,2108.36,3370,347.91,658.01,290.47,280.19,676.05,167.07,429,-,-,-,-,-,-,-,221.57,108.88,60.74,203.88,230.19,317.25,125,447.21,1231.67,933.64,1184.49,1012.99,1156.42,1695,1095.26,957.33,731.39,1551.81,223.99,428.6,1119,55.96,48.41,30.42,158.99,134.42,36.96,-,-,23.04,-,-,20.54,2.06,-,-,-,-,-,-,-,-,10.05,85.38,9.32,258.28,-,-,2
Konawe Kepulauan,1558.06,1536.46,955.92,788.52,2298.69,2681.34,1492,362,158.62,42.04,151.95,84.94,492.21,136,-,6.72,19.07,15.42,2.1,-,-,-,4.98,17.4,27.62,-,65.92,75,292.32,559.07,523.04,127.62,884.54,935.91,479,903.73,717.13,350.76,465.92,1323.87,1187.29,793,-,71.8,-,-,-,-,-,-,-,-,-,3.24,-,9,-,-,-,-,-,-,-,-,18.14,3.61,-,-,-,-
Muna Barat,940.31,1080.69,1870.87,2255.49,1121.76,1750.13,2165,107.51,189.05,196.69,129.9,90.4,67.57,30,-,-,16.9,-,-,-,-,-,55.43,146.89,78.72,80.86,196.97,139,196.52,359.73,561.47,648.84,532.36,885.08,463,636.28,476.48,913.45,1388.47,409.31,600.51,1486,-,-,30.42,-,8.83,-,-,-,-,-,9.57,-,-,47,-,-,-,-,-,-,-,-,-,5.04,-,-,-,-
Buton Tengah,1498,894.29,106.69,546.33,1705.29,1110.95,1277,1.63,7.78,13.94,9.94,47.33,35.61,-,-,-,-,-,-,-,-,-,10.46,-,14.69,-,18.32,-,1453.23,661.9,31.98,158.07,1001.05,807.6,996,43.14,214.14,60.76,363.63,618.3,240.96,281,-,-,-,-,38.61,-,-,-,-,-,-,-,3.85,-,-,-,-,-,-,-,-,-,-,-,-,-,4.62,-
Buton Selatan,-,369.02,910.64,913.35,637.83,452.65,1260,-,-,-,-,46.7,-,168,-,14.34,-,-,-,-,-,-,-,-,-,-,-,-,-,194.61,262.86,86.71,347.44,179.04,664,-,145.47,618.43,663.12,243.69,273.61,371,-,-,29.36,163.52,-,-,57,-,14.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kota Kendari,3956.89,3213.87,3364.01,5357.37,5806.39,5466.9,4672,308.65,229.72,436.98,663.29,1010.91,1376.18,951,-,-,-,93.17,-,-,-,27.81,-,41.99,42.4,-,-,-,2355,1825.01,1906.13,2451.17,3375.02,3554.93,2979,1114.99,1123.15,764.09,1974.98,651.24,223.55,361,58.55,-,11.16,-,13.39,72.24,22,20.8,25.66,147.59,-,701.82,166.96,354,-,-,36.93,-,-,64.94,-,71.08,10.34,19.14,132.37,54,8.1,4
Kota Baubau,1154.25,1580.78,2527.09,1882.28,2408.89,1683.38,2029,175.3,143.85,431.77,87.73,200.77,79.92,128,-,-,-,-,-,-,-,20.73,-,124.9,-,33.34,136.11,6,574.05,890.34,1139.8,1469.19,1378.43,587.68,1422,284.81,459.62,739.86,293.85,620.09,757.99,362,77.37,65.85,90.76,18,74.57,54.01,-,22,21.13,-,-,71.62,51.47,107,-,-,-,-,-,-,-,-,-,-,13.5,30.07,16.2,4
Boalemo,3307.67,2836.99,4433.68,3129.14,4310.92,4706.94,3880,942.04,329.24,496.06,598.57,655.87,1129.8,737,-,-,-,-,-,-,-,48.16,26.26,-,78.71,71.99,9.39,181,673.11,1081.42,1610.96,1101.37,1642.95,1338.75,850,1468.14,1277.6,1950.59,1094.71,1580.87,2002.96,2009,-,-,-,-,-,21.7,-,-,-,-,-,-,4.27,-,-,-,-,-,5.36,0.7,-,176.22,122.48,376.06,255.79,353.88,199.37,102
Gorontalo,2383.59,2716.49,1982.97,3300.21,3422.48,3366.85,3158,464.46,672.88,407.14,887.7,836.67,781.2,498,18.52,3.2,-,-,6.58,-,-,-,-,-,29.27,-,-,10,656.99,885.89,836.96,860.12,1389.79,1385.56,1280,1160.73,1103.87,606.03,1389.58,1069.67,951.02,1184,1.16,-,-,29.28,-,8.69,-,1.44,4.9,65.71,3.53,17.72,133.83,61,-,-,13.54,5.67,-,4.77,-,80.29,45.76,53.6,95.04,102.04,101.78,125
Pohuwato,1772.25,2400.67,1433.61,2980.78,1996.04,2269.68,2576,328.86,421.29,340.13,801.92,334.13,391.3,140,-,-,2.82,-,-,63.77,-,-,95.64,11.32,10.12,27.64,17.98,-,531.37,477.79,293.17,716.15,681.23,957.08,1461,889.69,1240.99,761.94,1380.58,846.5,830.04,936,18.4,2.55,5.05,-,60.88,-,-,-,-,-,-,-,4.47,-,-,-,-,25.3,-,-,27,3.93,162.4,19.19,46.71,45.66,5.04,12
Bone Bolango,2769.3,2117.56,2272.94,3404.04,3517.96,2516.37,3905,734.68,400.84,287,477.74,619.22,187.22,1131,16.63,-,-,-,-,-,11,-,1,13.74,-,-,-,-,675.62,1043.77,1045.41,1818.36,1815.72,1459.63,1736,1147.62,644.7,896.86,1020.28,837.13,688.65,685,110.62,-,-,-,-,8.56,-,19.52,-,-,-,105.87,75.19,329,-,-,-,-,-,12.17,1,64.61,27.26,29.93,87.66,140.02,84.95,11
Gorontalo Utara,1242.56,1319.02,1869.76,2404.74,2841.81,3473.82,2878,299.51,436.05,501.51,383.58,931.63,957.38,722,-,-,-,-,3.67,-,-,-,16.77,9.46,180.6,-,-,-,325.63,286.67,363.53,798.21,982.13,1093.52,1028,617.43,566.07,995.25,1010.29,895.66,1407.54,1129,-,-,-,16.11,-,-,-,-,-,-,-,28.72,-,-,-,-,-,2.92,-,-,-,-,13.46,-,13.02,-,15.38,-
Kota Gorontalo,3535.67,2792.07,2509.94,3472.07,5607.42,2989.42,3925,827.87,569.75,156.13,615.91,1058.21,395.77,738,55.63,30.3,41.3,135.46,63.65,-,-,-,-,-,-,-,-,96,1546.91,1701.04,1697.12,2393.29,3167.19,1948.91,2369,1058.61,401.29,565.51,297.49,951.87,493.48,450,-,-,-,-,-,15.69,-,-,38.63,-,1.67,334.72,105.59,267,-,-,3.7,-,7.11,-,5,46.66,51.06,46.2,28.24,24.68,29.99,-
Majene,425.24,532.32,699.05,1127.51,906.48,1036.68,807,-,86.28,62.6,40.21,-,-,171,-,-,0.61,2.36,-,-,-,-,-,-,-,-,-,-,280.22,328.79,161.96,572.15,451.85,816.95,499,145.02,117.25,466.09,512.79,370.8,210.74,82,-,-,-,-,3.26,-,20,-,-,7.78,-,80.57,8.99,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polewali Mandar,932.2,1139.73,769.07,1342.05,1057.44,1285.16,1541,48.18,238.18,37.53,89.59,54.96,144.25,258,72.1,19.11,-,10.14,3.99,-,8,-,-,-,-,24.22,-,-,397.03,504.7,392.37,682.89,438.89,622.56,672,414.9,354.01,285.65,455.63,330.55,353.61,388,-,23.72,32.98,89.17,136.62,138.6,178,-,-,11.28,14.63,66.66,21.44,33,-,-,-,-,-,-,-,-,-,9.25,-,1.54,4.71,5
Mamasa,4051.06,2954.28,3716.84,5214.09,5314.97,5240.66,4981,5.48,49.69,425.83,111.09,251.91,599.3,152,-,26.14,-,3.94,39.92,-,-,1801.41,1033.71,1247.03,2009.12,2311.4,2220.25,740,373.31,502.87,481.88,984.76,1169.46,1080.83,1514,1140.68,1197.21,1365.46,1366.49,1155.73,1222.91,2314,715.72,141.66,180.37,597.44,332.39,117.36,236,14.46,-,14.5,141.27,53.38,-,25,-,-,-,-,-,-,-,-,3.01,1.77,-,0.78,-,-
Mamuju,2032.31,1733.71,2238.65,2142.13,2649.92,2311.16,3805,337.22,82.71,180.87,99.33,208.96,105.61,254,-,-,12.59,4.46,-,-,5,56.31,121.61,89.63,207.85,154.36,127.7,68,869.13,779.31,1244.5,1166.39,1792.02,1318.29,2488,593.5,698.29,653.88,644.53,492.39,627.94,857,173.89,51.8,14.59,12.67,2.18,121.36,16,-,-,22.02,2.88,-,10.26,117,-,-,-,-,-,-,-,2.26,-,20.57,4.02,-,-,-
Mamuju Utara,3242.12,2484.99,3383.46,4182.54,3054.1,2665.83,3051,251.56,331.87,244.88,195.6,826.75,336.46,227,-,-,-,-,-,-,-,99.88,184.7,698.72,1103.3,279.97,402.76,86,2195.52,1228.77,1529.45,1826,1266.28,891.86,1542,695.16,711.16,770.48,1022.2,603.06,596.88,875,-,28.49,139.92,-,49.71,376.25,137,-,-,-,-,23.66,60.72,173,-,-,-,-,-,-,-,-,-,-,35.44,4.67,0.9,10
Mamuju Tengah,2050.25,2792.89,2886.47,3679.28,3035.09,2851.08,3605,337.67,108,59.42,223.37,292.13,530.99,375,8.33,13.27,29.98,14.08,-,17.73,-,196.35,79.2,49.49,327.75,45.49,190.13,131,748.28,976.84,910.33,1399.04,1624.82,1305.87,1510,718.25,1273.25,1741.87,1632.7,946.27,591.06,1057,-,342.34,75.9,56.05,96.42,180.75,532,-,-,8.11,-,29.96,0.16,-,-,-,-,-,-,-,-,41.38,-,11.37,26.3,-,34.39,-
Maluku Tenggara Barat,3475.23,1993.68,2909.63,3007.84,1432.86,4523.72,2044,53.67,163.24,32.5,152.31,4.05,313.31,9,-,-,69.12,-,-,-,-,2001.34,536.29,1018.94,1431.24,591.18,1579.88,538,1164.72,1212.07,1486.7,1324.68,689.75,2455.23,1285,211.38,64.18,140.6,14.47,105.04,132.25,144,26.61,17.89,121.67,85.14,42.84,24.91,4,17.51,-,26.53,-,-,18.15,64,-,-,-,-,-,-,-,-,-,13.57,-,-,-,-
Maluku Tenggara,1095.92,2318.14,1906.97,2303.85,3011.93,3173.32,3247,14.91,-,62.94,-,-,20.28,-,-,-,-,-,17.86,-,-,236.81,597.44,484.32,757.27,782.76,781.01,637,730.29,1211.85,1076.51,1085.01,1220.1,1660.58,2211,77.13,453.54,200.04,379.8,900.23,528.53,265,36.77,36.34,5.69,57.26,50.76,56.65,1,-,18.97,77.47,24.52,40.21,126.27,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maluku Tengah,1613.91,2464.09,1862.15,2153.15,3208.75,2790.73,3423,339.63,445.81,82.77,104.72,144.37,527.7,174,-,0.75,-,-,-,-,6,253.4,386.51,449.67,328.41,465.3,243.25,171,544.56,811.05,850.47,1106.18,1649.71,957.46,1665,292.35,644.45,417.93,442.9,670.93,778.77,844,178.97,135.69,61.32,170.94,264.35,202.1,480,5,39.81,-,-,3.22,81.46,66,-,-,-,-,7.87,-,-,-,-,-,-,3,-,17
Buru,3100.25,2632.5,2151.3,3150.44,2991.85,2416.98,2651,767.65,248.1,228.47,246.28,489.95,347.01,573,-,-,-,-,-,-,-,269.67,434.7,185.1,127.52,26.44,-,8,839.13,1254.18,735.04,1198.17,1530.97,1193.9,1502,895.75,425.98,887.01,1388.58,814.43,800.83,516,285.67,210.03,97.78,128.81,21.43,42.97,9,42.39,59.51,17.9,19.27,-,15.47,-,-,-,-,21.99,65.15,16.8,20,-,-,-,19.81,43.48,-,23
Kepulauan Aru,2314.55,2601.61,2450.25,3413,2509.21,3818.75,3107,45.91,47.3,-,137.71,50.53,19.52,156,-,-,-,-,-,-,-,640.96,409.16,527.93,692.98,1202.01,1471.06,1370,1152.69,1220.85,1526.09,1589.14,923.3,1540.14,1221,152.02,430.72,150.75,466.41,131.76,71.43,144,264.82,281.58,196.17,506.36,129.49,185.8,126,58.15,212,49.32,20.41,62.74,530.81,91,-,-,-,-,-,-,-,-,-,-,-,9.38,-,-
Seram Bagian Barat,1061.93,1169.84,1903.97,2273.83,2261.78,1561.81,2836,144.99,169.97,102.88,0.77,14.77,-,208,-,-,-,5.98,-,10.75,20,196.59,199.41,404.55,372.97,535.17,294.86,326,279.05,400.28,439.67,738.46,1021.22,572.97,880,157.8,208.99,369.55,915.28,244.21,410.32,990,233.59,182.05,557.06,237.36,363.51,204.24,412,49.91,-,16.43,-,77.21,68.65,-,-,9.13,13.82,3.01,1.67,-,-,-,-,-,-,4.02,-,-
Seram Bagian Timur,835.73,1747.27,1701.65,1857.34,1805.57,1769.77,882,226.86,74.18,117.77,254.38,12.6,74.08,156,-,18.2,-,-,4.09,-,-,36.98,-,-,-,237.91,110.61,51,318.51,826.94,488.98,523.31,931.05,573.35,425,198.75,561.41,816.86,955.76,357.82,814.39,116,54.63,262.83,255.2,123.89,236.5,174.9,134,-,-,-,-,-,19.42,-,-,-,-,-,3.76,-,-,-,3.71,22.84,-,21.84,3.03,-
Maluku Barat Daya,4265.05,4854.23,3851.75,4975.05,6138.96,7762.51,8810,334.55,161.39,272.48,49.04,321.83,391.17,171,66.56,251.68,98.88,177.97,167.97,187.82,243,1810.04,2491.93,2470.14,1698.06,1711.51,3084.88,2206,382.58,592.36,273.24,1398.58,2277.36,2172.6,2152,454.86,412.28,439.85,1011.51,1141.66,781.54,2640,1176.65,896.96,297.15,597.62,515.99,1056.74,1390,-,47.63,-,35.64,2.64,87.76,-,-,-,-,-,-,-,2,39.81,-,-,6.63,-,-,5
Buru Selatan,1115.17,1629.38,2058.79,3347.17,2592.33,2406.82,1827,-,78.44,63.32,152.73,5.89,218.33,-,13.58,16.68,-,-,24.33,-,28,99.9,233.4,512.64,497.9,404.74,549.79,39,380.25,236.93,413.92,713.62,468.6,615.45,337,369.19,286.98,471.07,640.33,344.36,528.45,501,200.82,616.14,548.55,1167.91,1317.49,342.47,722,51.42,160.82,16.98,159.26,13.45,132.99,201,-,-,32.32,15.41,-,19.33,-,-,-,-,-,13.46,-,-
Kota Ambon,4068.17,4723.39,3429.08,4128.13,5152.61,3818.38,4889,479.95,177.53,152.48,330.3,393.7,-,22,-,-,-,-,55.35,-,-,173.43,265.44,230.14,329.31,238.31,487.14,304,2829.56,3137.48,2528.73,3088.31,3624.74,2839.89,3849,352.94,694.9,366.94,268.14,275.18,195.59,427,53.13,223.29,11.54,47.42,144.25,9.42,42,152.46,192.95,110.29,55.34,370.48,284.13,246,13.8,15.37,0.03,9.32,5.27,-,-,12.91,16.43,28.94,-,45.33,2.2,1
Kota Tual,1167.79,1941.11,1950.95,1591.24,2634.9,2040.48,2813,-,194.28,58.64,-,49.26,92.06,100,38.67,-,-,-,-,-,-,45.31,93.96,197.15,178.77,133.21,120.6,-,1044.47,1487.41,1435.44,1401.01,1996.64,1439.97,2202,39.34,165.46,225.77,-,410.76,332.42,413,-,-,-,-,-,-,9,-,-,33.96,3.72,45.04,55.43,89,-,-,-,-,-,-,-,-,-,-,7.73,-,-,-
Halmahera Barat,1387.37,1682.62,1599.95,2418.1,1754.12,2921.61,3103,39.72,189.45,121.54,317.53,246.1,276.06,627,12.96,-,-,-,-,-,-,410.92,253.63,199.78,407.95,189.94,558.43,374,298.68,751.87,518.97,746.1,693.54,1023.04,1465,606.38,430.93,590.42,814.89,607.02,982.11,529,18.71,50.45,99.87,112.95,12.47,81.98,79,-,-,10.15,18.68,5.05,-,28,-,-,42.02,-,-,-,-,-,6.3,17.19,-,-,-,-
Halmahera Tengah,1210.81,1987.36,2902.69,1604.32,1485.95,2320.24,4576,143.83,125.31,322.31,108.46,76.87,77.86,932,91.3,6.81,-,4.43,-,29.25,42,18.74,59.25,170.85,149.52,157.7,203.6,4,527.48,1028.13,1638.23,883.73,718.95,1354.32,2027,359.95,580.29,656.49,431.84,385.36,533.93,1160,69.52,185.86,114.81,26.34,96.94,117.06,56,-,-,-,-,8.48,4.23,44,-,-,-,-,-,-,-,-,1.7,-,-,41.65,-,310
Kepulauan Sula,535.05,465.31,889.15,414.48,798.28,1597.63,1525,40.5,212.04,59.62,12.39,120.8,400.06,269,6.01,-,5.21,-,-,-,-,27.97,-,-,-,-,-,-,186.75,138.2,526.19,223.82,220.09,974.34,902,143.78,103.59,288.73,178.26,404.65,205.75,347,130.04,11.48,9.41,-,49.83,-,6,-,-,-,-,-,17.48,-,-,-,-,-,2.91,-,-,-,-,-,-,-,-,2
Halmahera Selatan,396.39,824.62,671.38,932.79,1605.23,919.25,1704,-,52.55,314.37,19.14,227.02,84.38,254,-,7.43,-,13.67,-,-,-,35.27,146.45,49.46,198.11,470.84,64.84,41,39.67,313.4,236.26,500.56,489.06,386.16,849,225.64,233.09,50.87,152.15,408.25,255.35,333,95.81,71.69,20.41,45.18,10.05,116.04,198,-,-,-,-,-,12.48,29,-,-,-,-,-,-,-,-,-,-,3.97,-,-,-
Halmahera Utara,2811.57,2100.27,2218.24,3292.06,5350.64,3274.58,3113,488.37,195.27,548.03,478.29,471.57,273.51,214,-,-,4.14,4.45,44.44,-,-,318.72,290.18,561.02,267.09,1166.46,510.28,382,779.61,1130.05,522.57,1300.14,1606.08,1340.88,1769,1224.87,475.79,442.17,1216.57,1863.31,1051.56,685,-,-,122.27,-,116.94,65.94,36,-,-,-,-,57.69,32.4,23,-,-,-,-,-,-,-,-,8.98,18.03,25.51,24.15,-,4
Halmahera Timur,2262.41,2494.38,1956.54,2666.38,3166.26,2376.37,4054,406.47,343.32,235.12,454.24,204.07,467.73,448,27.55,63.94,153.61,10,-,-,-,126.04,134.43,156.61,557.2,365.25,177.91,96,807.57,1025.33,730.13,854.59,1805.69,1060.07,2337,730.2,872.68,508.32,657.44,776.59,547.32,1015,118.22,54.37,167.27,122.93,5.79,109.2,155,-,-,-,-,5.72,-,-,-,-,-,9.98,-,-,1,46.36,0.32,5.48,-,3.14,14.15,2
Pulau Morotai,1450.63,2401.54,1662.5,2327.73,3290.34,2507.96,2928,138.25,398.6,59.64,203.74,287.82,138.36,339,25.92,81.47,75.29,9.41,-,22.05,105,270.89,510.17,349.47,214.79,422.27,235.17,267,386.34,502.1,422.68,1281.1,1487.21,1611.76,1662,594,878.46,755.42,597.76,1076.21,472.88,530,12.33,25.27,-,-,9.28,-,26,22.92,-,-,20.92,7.56,27.74,-,-,-,-,-,-,-,-,-,5.48,-,-,-,-,-
Pulau Taliabu,234.67,567.21,1096.74,709.21,1293.73,2895.64,3388,-,205.97,100.25,33.09,32.6,827.5,667,-,-,5.94,-,63.24,22.29,-,149.43,11.26,209.62,70.71,-,388.27,-,-,75.65,371.93,203.25,297.05,739.36,1339,16.78,274.33,409.01,387.71,840.52,918.22,957,68.46,-,-,-,53.82,-,426,-,-,-,-,-,-,-,-,-,-,-,6.5,-,-,-,-,-,14.44,-,-,-
Kota Ternate,1265.66,1379.2,1483.63,2556.4,3285.11,4076.77,3917,82.17,140.84,254.97,322.03,273.64,261.8,56,-,-,-,-,-,145.01,-,-,-,-,-,90.2,3.72,94,1161.52,1060.13,1178.35,2168.16,2384.82,2971.51,3561,13.66,174.47,49.72,17.58,425.04,421.97,68,-,-,-,-,-,-,-,-,3.77,-,16.08,94.33,237.2,138,-,-,-,-,-,-,-,8.31,-,0.59,32.54,17.08,35.56,-
Kota Tidore Kepulauan,1068.99,1011.05,1983.12,2213.64,1421.95,1885.25,2285,178.13,146.64,233.27,136.56,98.83,108.26,304,75.43,-,67.09,-,-,-,-,2,-,-,21.67,25.23,102.28,43,529.15,415.88,802.84,1229.72,857.22,1099.67,1299,284.28,379.12,684.39,749.83,355.39,340.15,452,-,11.35,141.69,44.36,35.54,42.89,92,-,58.06,-,-,49.73,192,95,-,-,-,-,-,-,-,-,-,53.83,31.49,-,-,-
Fakfak,2336.78,3532.86,5657.8,5576.73,6041.46,3851.64,5615,-,72.24,635.66,114.23,420.91,159.83,409,-,74.69,38.2,-,6.12,-,-,192.4,634.48,961.52,533.98,946.84,566.92,1393,1195.14,1888.98,3001.45,3163.02,2700.79,1863.69,2688,568.3,399.54,206.05,786.76,587.95,514.44,694,380.94,346.02,681.3,874.44,895.03,717.42,300,-,23.08,126.74,83.23,459.35,6.91,131,-,-,6.88,-,0.48,-,-,-,93.82,-,21.05,23.99,22.44,-
Kaimana,5900.23,4978.25,4204.08,4857.48,8305.05,5734.13,6023,129.23,94.9,66.56,421.83,173.99,235.77,476,-,-,8.86,-,18.75,25.58,-,1062.7,1276.71,584.22,1682.46,2470.72,1320.9,1064,2617.15,2080.25,1568.45,1222.62,2219.71,2364.51,3124,1046.72,108.87,175.7,249.21,562.18,218.38,107,950.78,1370.34,1713.61,1223.38,2031.15,1354.29,1124,-,47.18,86.68,57.98,827.87,214.69,119,-,-,-,-,-,-,-,93.64,-,-,-,0.67,-,9
Teluk Wondama,5019.5,8231.12,10824.85,6521.86,8653.85,6467.59,8650,184.96,727.24,1593.54,-,7.72,34.9,-,-,43.21,10.85,39.89,-,-,-,2499.9,2999.3,3748.36,3072.07,2817.8,2714.87,3177,1262.88,2011.76,3027.63,848.06,2607.79,1986.53,2782,107.77,342.33,1598.07,281.25,1088.57,229.08,1096,869.26,1780.64,807.33,2110.44,2088.23,1437.88,1499,51.86,210.21,39.07,170.15,27.67,17.77,96,-,-,-,-,16.08,-,-,42.88,116.43,-,-,-,46.55,-
Teluk Bintuni,7293.94,7223.06,8352.4,12274.7,14864.83,15472.11,14571,335.36,369.29,373.13,935.04,765.37,921.1,670,-,-,50.38,39.94,-,44.24,-,2187.93,1774.75,1903.36,3922.35,4566.29,5386.89,3596,1491.36,2452.93,3375.19,4465.44,4882.59,5817.06,6061,1135.9,964.48,557.68,626.23,1260.24,754.66,1353,2042.3,1645.61,1797.39,2076.07,3284.45,2462.11,2806,73.18,15.99,276.7,209.62,73.27,40.34,85,17.56,-,-,-,11.43,45.7,-,10.35,-,18.56,-,21.2,-,-
Manokwari,6922.27,6030.35,7232.25,10084.21,10597.89,14803.06,13111,276.9,372.01,1122.35,1048.31,812.28,942.6,972,-,-,-,6.94,53.13,-,2,2121.23,883.2,1883.2,1967.76,2350.33,4053.42,2870,3289.11,3036.76,3065.26,3530.1,3664.47,4515.02,5652,668.11,988.71,1032.78,2866.16,2344.38,4373.29,3157,546.23,494.63,46.9,632.91,736.5,337.64,146,11.82,202.24,40.25,26.03,167.4,378.82,301,-,26.18,-,0.46,63.6,73.53,-,8.87,26.64,41.52,5.53,405.8,128.73,11
Manokwari Selatan,5956.33,6748.18,9023.31,11277.55,11193.73,9849.01,25019,165.62,409.51,788.62,530.1,614.14,253.15,80,-,-,-,38.95,-,-,-,2666.24,2445,3235.44,4109.58,3806.87,3053.04,13087,1715.49,2417.47,2512.01,2947.85,4685.72,3499.96,7816,978.29,911.73,1772.89,2029.9,1183.94,1892.58,2264,357.79,549.21,495.6,1267.38,848.32,1051.96,1772,72.91,15.25,201.87,353.79,54.75,-,0.01,-,-,-,-,-,-,0,-,-,16.89,-,-,98.31,-
Pegunungan Arfak,8490.85,6406.71,4785.69,9610.8,11984.36,15348.93,12614,-,-,26.18,88.31,1126.5,63.6,0,-,-,-,-,84.78,-,82,2077.01,3088.34,2154.77,3568.88,4492.87,2785.42,5830,4654.83,2110.12,1188.91,4288.14,3015.63,5599.22,3510,7.87,574.94,1034.73,1361.92,2199.37,6062.57,890,134.45,265.7,150.1,106.85,794.6,838.12,2262,1616.69,367.62,222.68,196.71,270.62,-,41,-,-,-,-,-,-,-,-,-,8.31,-,-,-,-
Raja Ampat,4432.35,4014.68,2951.04,2946.02,2750.02,2797.72,5462,-,31.92,119,53.72,68.83,48.8,8,56.05,-,-,-,43.26,45.76,-,2425.8,1756.33,461.75,1500.97,1291.83,1226.29,1740,1398.34,1513.94,1406.73,679.26,499.67,806.19,1903,436.86,399.93,851.38,229.45,730.41,616.09,1563,89.88,290.11,109.69,463.49,97.22,54.58,200,25.42,18.01,2.32,19.13,18.81,-,48,-,4.44,-,-,-,-,-,-,-,0.17,-,-,-,-
